ID,DateTimeStart,What,Where,Trig,Duration,S-P (s),FirstStation,RecordedOn,ROD__,FPS,TimeRef,M,Conf,Comments,,,,,,,,,,,,,,,,,,,,,
,2022-01-12 20:23:56.0,Distal VT?,,,,,,All,,,,,,Located East of Montserrat,,,,,,,,,,,,,,,,,,,,,
20220113-1218,2022-01-13 12:18:00.0,Lahar,,,10m,,MSS1,"MSS1, MBLG, MBLY",,,,,,,,,,,,,,,,,,,,,,,,,,,
20220114-0809,2022-01-14 08:09:23.7,Distal rockfall,Irish Ghaut,,,,MBLG,All,y,,,,,"Low frequency. First at MBLG, MBHA? Then MBRY before MSS1. East side?",,,,,,,,,,,,,,,,,,,,,
20220115-0753,2022-01-15 07:53:20.3,Rockfall,,N,62s,,,Most,y,,,,,,,,,,,,,,,,,,,,,,,,,,
20220115-1242,2022-01-15 12:43:08.1,Rockfall,,Y,47s,,MSS1,Close,,,,,,Smaller than above but did trigger?,,,,,,,,,,,,,,,,,,,,,
,2022-01-30 22:43:26.0,VT,,,,,,Most,,,,,,"First at MBLG, although loc is nearer MSS1",,,,,,,,,,,,,,,,,,,,,
20220203-2249,2022-02-03 22:49:21.5,Rockfall,,N,72s,,MSS1,Close,y,,,,,,,,,,,,,,,,,,,,,,,,,,
20220204-0507,2022-02-04 05:07:00.0,Lahar,,,35m,,,"MSS1, (MBLY, MBLG)",,,,,,Guadaloupe radar shows clumps of rain around summit at that time.,,,,,,,,,,,,,,,,,,,,,
20220206-0320,2022-02-06 03:20:13.7,Rockfall,,N,35s,,MSS1,Close,,,,,,,,,,,,,,,,,,,,,,,,,,,
20220210-0440,2022-02-10 04:40:00.0,Lahar,,,10m,,,"MSS1, MBLG, MBLY",,,,,,,,,,,,,,,,,,,,,,,,,,,
,2022-02-14 11:32:00.0,Distal VT,,,,,,All,,,,,,Located to N.,,,,,,,,,,,,,,,,,,,,,
,2022-02-15 21:13:00.0,Noise,,,8m,,,MSS1,,,,,,Local noise (very high freq),,,,,,,,,,,,,,,,,,,,,
20220216-0807,2022-02-16 08:07:00.0,Lahar,,,5m,,,MSS1,,,,,,"Very small signal. Seen on RSAM at MSS1, MBLG, MBLY.",,,,,,,,,,,,,,,,,,,,,
,2022-02-24 16:01:00.0,12 Hz continuous,,,20m,,,Some,,,,,,"Seen at MSS1, MBLG, MBLY, MBGH (strongest), MBGB, MBFL",,,,,,,,,,,,,,,,,,,,,
,2022-02-25 13:30:00.0,string of some type,,,,,,Close,,,,,,Helicopter mixed in,,,,,,,,,,,,,,,,,,,,,
,2022-02-25 17:30:00.0,12 Hz continuous,,,150m,,,Some,,,,,,stations as before.,,,,,,,,,,,,,,,,,,,,,
,2022-02-26 13:47:00.0,16 Hz continuous,,,300m,,,Some,,,,,,Strongest at MBGH,,,,,,,,,,,,,,,,,,,,,
,2022-02-28 12:55:00.0,8 Hz continuous signal,,,15m,,,Some,,,,,,Strongest at MBGH,,,,,,,,,,,,,,,,,,,,,
,2022-03-01 14:31:00.0,Two VTs?,,,,,,All,,,,,,Locations might be poor,,,,,,,,,,,,,,,,,,,,,
,2022-03-01 20:25:00.0,Two VTs?,,,,,,All,,,,,,Locations might be poor,,,,,,,,,,,,,,,,,,,,,
,2022-03-10 23:59:00.0,VT?,,,,,,Some,,,,,,Looks strange,,,,,,,,,,,,,,,,,,,,,
20220314-0950,,Lahar?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20220314-1517,2022-03-14 15:17:46.7,Rockfall,,N,45s,,MSS1,Some,,,,,,,,,,,,,,,,,,,,,,,,,,,
20220314-2014,2022-03-14 20:14:00.0,Lahar,,,12m,,,MSS1,,,,,,,,,,,,,,,,,,,,,,,,,,,
20220319-1658,2022-03-19 16:58:21.6,Explosion,,Y,70s,,MSS1,Most,y,,,,,Three phases? Originally classified as rockfall.,,,,,,,,,,,,,,,,,,,,,
20220321-2320,2022-03-21 23:20:00.0,Lahar,,,25m,,,"MSS1, MBLY",,,,,,,,,,,,,,,,,,,,,,,,,,,
20220401-1618,2022-04-01 16:18:11.7,Rockfall,,N,75s,,,Close,,,,,,,,,,,,,,,,,,,,,,,,,,,
20220409-1036,2022-04-09 10:36:30.2,Distal VT,,N,,,MBLG,MBLG+,y,,,,,"located, didn’t trigger",,,,,,,,,,,,,,,,,,,,,
,2022-04-15 17:32:00.0,Distal VT,,,,,,MBLG+,,,,,,Didn’t trigger,,,,,,,,,,,,,,,,,,,,,
,2022-04-15 19:35:00.0,Distal VT,,,,,,MBLG+,,,,,,Didn’t trigger,,,,,,,,,,,,,,,,,,,,,
20220416-1337,2022-04-16 13:37:45.7,Distal rockfall,Irish Ghaut,,,,MBLG,MBLG+,y,,,,,Didn’t trigger,,,,,,,,,,,,,,,,,,,,,
,2022-04-18 18:12:00.0,Distal VT,,,,,,Most,,,,,,Low frequency  ,,,,,,,,,,,,,,,,,,,,,
,2022-04-19 03:59:00.0,Distal VT,,,,,,All,,,,,,,,,,,,,,,,,,,,,,,,,,,
20220420-1334,2022-04-20 13:35:47.3,Rockfall,,Y,140s,,MSS1,Most,,,,,,Triggered late. Adam saw “fresh” deposits on Chances Peak 14:15-15:00.,,,,,,,,,,,,,,,,,,,,,
,2022-04-20 18:39:29.0,Distal VT,,,,,,All but MBRV,,,,,,"Low frequency one, to N. Triggered.",,,,,,,,,,,,,,,,,,,,,
,2022-04-23 03:38:54.0,VT,,Y,,,MBLY,All,y,,,,,First arrival at MBLY,,,,,,,,,,,,,,,,,,,,,
20220423-0921,2022-04-23 09:21:02.8,Distal rockfall,Irish Ghaut,N,13s,,MBLG,East,y,,,,,First arrival MBLG. Didn’t trigger.,,,,,,,,,,,,,,,,,,,,,
20220423-1121,2022-04-23 11:21:34.3,Distal rockfall,Irish Ghaut,N,,,MBLG,East,y,,,,,First arrival MBLG. Didn’t trigger.,,,,,,,,,,,,,,,,,,,,,
,2022-04-24 17:31:36.0,Distal VT,,,,,,Some,y,,,,,"Low frequency, N of volcano",,,,,,,,,,,,,,,,,,,,,
20220429-0250,2022-04-29 02:50:00.0,Small rockfall activity,,,625m,,,Close,,,,,,Probably rain induced,,,,,,,,,,,,,,,,,,,,,
20220429-0251,2022-04-29 02:51:36.2,Rockfall,,N,42s,,MSS1,"MSS1,MBLG,MBLY,MBHA,MBRY,MBWH",y,,,,,,,,,,,,,,,,,,,,,,,,,,
20220429-0552,2022-04-29 05:52:34.9,Rockfall,,Y,50s,,MSS1,"MSS1,MBLY,MBLG,MBRY,MBWH",y,,,,,,,,,,,,,,,,,,,,,,,,,,
20220429-1017,2022-04-29 10:17:47.6,Rockfall,,Y,40s,,MSS1,"MSS1,MBLY,MBLG,MBRV,MBHA,MBWH,MBGH",y,,,,,,,,,,,,,,,,,,,,,,,,,,
20220430-0440,2022-04-30 04:40:00.0,Lahar,,,52s,,,"MSS1, MBLY",y,,,,,,,,,,,,,,,,,,,,,,,,,,
,2022-04-30 07:35:00.0,Small rockfall activity (+VTs?),,,720m,,,,,,,,,Probably rain induced,,,,,,,,,,,,,,,,,,,,,
20220430-0737,2022-04-30 07:37:06.5,Rockfall,,N,60s,,MSS1,"MSS1,MBLY,MBLG",y,,,,,,,,,,,,,,,,,,,,,,,,,,
,2022-05-07 07:20:00.0,Noise,,,,,,MSS1,,,,,,"Local, high-frequency",,,,,,,,,,,,,,,,,,,,,
,2022-05-07 13:29:00.0,Noise,,,300m,,,"MBGH, MBGB",,,,,,"Industrial noise from sand miners, includes event near beginning",,,,,,,,,,,,,,,,,,,,,
,2022-05-08 07:00:00.0,,,,,,,Most,,,,,,"Mixture of R, L, LV to look like string",,,,,,,,,,,,,,,,,,,,,
,2022-05-08 11:58:00.0,Distal VT,,,,,,Northwest,y,,,,,Low frequency,,,,,,,,,,,,,,,,,,,,,
,2022-05-08 12:41:00.0,Distal VT,,,,,,Northwest,y,,,,,Low frequency,,,,,,,,,,,,,,,,,,,,,
,2022-05-09 06:42:00.0,VT,,,,,,"MBLY, MBLG, MSS1",,,,,,Inside teleseism - which caused trigger.,,,,,,,,,,,,,,,,,,,,,
,2022-05-09 07:00:00.0,R,,,,,,All,,,,,,Regional in middle of teleseism,,,,,,,,,,,,,,,,,,,,,
,2022-05-23 01:36:00.0,,,,,,,All,y,,,,,Local LP or swell noise,,,,,,,,,,,,,,,,,,,,,
20220524-2205,2022-05-24 22:05:24.3,Local,,Y,,,,All,y,,,,,Suitable for Q experiment,,,,,,,,,,,,,,,,,,,,,
,2022-05-25 21:56:00.0,Regional,,,,,,All,y,,,,,Low-frequency P. hardly any S,,,,,,,,,,,,,,,,,,,,,
,2022-05-29 00:05:00.0,Two regionals,,,,,,All,,,,,,,,,,,,,,,,,,,,,,,,,,,
20220529-0234,2022-05-29 02:34:38.5,Local,,Y,,,MBRY,All,y,,,,,Suitable for Q experiment,,,,,,,,,,,,,,,,,,,,,
,2022-05-29 02:34:48.0,Distal VT swarmette,,,837m,,,All,,,,,,Some VTs during,,,,,,,,,,,,,,,,,,,,,
,2022-05-30 07:30:41.0,VT,,,,,,Most,,,,,,Regional at same time,,,,,,,,,,,,,,,,,,,,,
20220605-1541,2022-06-05 15:41:00.0,Swell noise,,N,,,MBGH,Most,y,,,,,Didn’t trigger,,,,,,,,,,,,,,,,,,,,,
,2022-06-06 20:23:00.0,Distal VT,,,,,,All,y,,,,,NW onshore?,,,,,,,,,,,,,,,,,,,,,
20220607-0709,2022-06-07 07:09:14.1,Rockfall,,N,18s,,MSS1,"MSS1, MBLY",y,,,,,,,,,,,,,,,,,,,,,,,,,,
20220607-1608,2022-06-07 16:08:35.8,Distal LP/rockfall,Irish Ghaut,N,,,MBLG,"MBLG, MSS1, MBLY",y,,,,,Seen by Adam from helicopter. Low-frequency start,,,,,,,,,,,,,,,,,,,,,
,2022-06-09 01:10:00.0,Two regionals,,,,,,All,,,,,,Second event is lower frequency? Could be surface waves from first event,,,,,,,,,,,,,,,,,,,,,
,2022-06-13 20:04:00.0,Distal VT?,,,,,,Northwest,y,,,,,Low frequency,,,,,,,,,,,,,,,,,,,,,
20220614-0014,2022-06-14 00:14:00.0,Lahar?,,,20m,,,MSS1,,,,,,,,,,,,,,,,,,,,,,,,,,,
20220614-1201,2022-06-14 12:01:29.7,Rockfall,,N,20s,,MBLG,"MBLG, MSS1, MBLY",,,,,,,,,,,,,,,,,,,,,,,,,,,
,2022-06-14 18:18:40.0,,,,,,,,y,,,,,,,,,,,,,,,,,,,,,,,,,,
20220616-1403,2022-06-16 14:03:00.0,Distal VT,,N,,,MBLY,"MBLY, MSS1, MBLG",y,,,,,Located near MBLY,,,,,,,,,,,,,,,,,,,,,
20220618-1406,2022-06-18 14:06:00.0,VT,,Y,,,MSS1 or MBLY,,,,,,,"Very similar to 20220616-1403, might be distal VT. Location is not unusual. On closer examination of waveforms, they are different.",,,,,,,,,,,,,,,,,,,,,
20220622-0130,2022-06-22 01:30:36.0,Distal rockfall,St Georges Hill,N,25s,,MBGH,"MBGH, MBLY, MSS1, MBWH",,,,,,,,,,,,,,,,,,,,,,,,,,,
,2022-06-22 17:06:00.0,LP or Distal,,,,,,,y,,,,,,,,,,,,,,,,,,,,,,,,,,
20220623-1619,2022-06-23 16:19:41.9,Distal rockfall,Irish Ghaut,N,15s,,MBLG,"MBLG, MSS1, MBLY, MBHA",y,,,,,"Two rockfalls, 35s apart. Timing is for second, larger rockfall. They followed a non-distal VT.",,,,,,,,,,,,,,,,,,,,,
20220625-0312,2022-06-25 03:12:06.1,Distal rockfall,Irish Ghaut,N,10s,,MBLG,"MBLG, MBHA, MSS1, MBLY",y,,,,,,,,,,,,,,,,,,,,,,,,,,
,2022-06-25 15:04:24.0,Noise or LP Distal rockfall,,Y,,,MBFL,"MBFL, MBGH, MBWG, MSS1, MBLY, MBGB",y,,,,,,,,,,,,,,,,,,,,,,,,,,
,2022-06-25 18:51:19.0,Noise or LP Distal rockfall,,Y,,,MBFL,"MBFL. MBLY, MBWH, MSS1, MBGH, MBGB, MBLG",y,,,,,,,,,,,,,,,,,,,,,,,,,,
20220626-0440,,Lahar?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20220627-1753,2022-06-27 17:53:44.6,Rockfall,,Y,40s,,MSS1,All except MBRV,y,,,,,,,,,,,,,,,,,,,,,,,,,,
20220628-1335,2022-06-28 13:35:51.8,Rockfall,,N,10s,,MSS1,MSS1,y,,,,,OR complex VT,,,,,,,,,,,,,,,,,,,,,
,2022-07-06 14:00:00.0,Swarmette of VTs and rockfalls,,N,8h,,MSS1,MSS1 mainly,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2022-07-08 15:31:00.0,Helicopter,,Y,,,MBLG,MBLG,,,,,,Noise at other stations must have contributed to trigger.,,,,,,,,,,,,,,,,,,,,,
20220709-0911,2022-07-09 09:11:51.0,Distal rockfall,Irish Ghaut,N,20s,,MBLG,"MBLG, MSS1, MBHA",y,,,,,,,,,,,,,,,,,,,,,,,,,,
20220710-2247,2022-07-10 22:47:00.0,VT,,Y,,,MSS1/MBLY,All,,,,,,Not usual location?,,,,,,,,,,,,,,,,,,,,,
20220711-0227,2022-07-11 02:27:00.0,VT,,Y,,,MSS1/MBLY,All,,,,,,Not usual location?,,,,,,,,,,,,,,,,,,,,,
20220712-0900,2022-07-12 09:00:55.0,Distal rockfall,Irish Ghaut,N,15s,,MBLG,"MBLG, MSS1, MBLY",y,,,,,,,,,,,,,,,,,,,,,,,,,,
20220713-2102,2022-07-13 21:02:00.0,VT,,Y,,,MBHA,Most,,,,,,Not usual location - locates to north,,,,,,,,,,,,,,,,,,,,,
20220714-1918,2022-07-14 19:18:25.4,Regional,Venezuela,Y,,,,All,,,,5.3,,"Depth 108km, distance 670km (6.0 deg). Large T phase from deep event",,,,,,,,,,,,,,,,,,,,,
20220716-1158,2022-07-16 11:58:58.1,Distal rockfall,Irish Ghaut,N,20s,,MBLG,"MBLG, MSS1, MBLY",y,,,,,,,,,,,,,,,,,,,,,,,,,,
20220720-1927,2022-07-20 19:27:47.2,Rockfall,,N,40s,,MSS1,"MSS1,MBLG, MBLY, MBHA",y,,,,,,,,,,,,,,,,,,,,,,,,,,
20220720-2257,2022-07-20 22:57:10.8,VT,,Y,,,MBLY,,,,,,,First arrival at MBLY,,,,,,,,,,,,,,,,,,,,,
20220721-0005,2022-07-21 00:05:20.0,VT,,Y,,,MBLY,,,,,,,First arrival at MBLY,,,,,,,,,,,,,,,,,,,,,
20220721-0021,2022-07-21 00:21:32.5,VT,,Y,,,MBLY,,,,,,,"More events like this follow, including unlocated ones",,,,,,,,,,,,,,,,,,,,,
20220721-1640,2022-07-21 16:40:04.4,Distal VT,Irish Ghaut,N,,,MBLG,"MBLG,MBHA,MBRY,MSS1,MBLY",y,,,,,,,,,,,,,,,,,,,,,,,,,,
,2022-07-24 22:52:43.0,VT,,Y,,,MSS1,,,,,,,First VT back in a more usual position,,,,,,,,,,,,,,,,,,,,,
20220724-2156,2022-07-24 21:56:56.7,Rockfall,,N,30s,,MSS1,"MSS1,MBLG,MBLY,MBWH",y,,,,,,,,,,,,,,,,,,,,,,,,,,
20220724-2335,2022-07-24 23:35:26.6,Distal VT,,N,,,MBHA,"MBHA,MBLG,MSS1,MBLY,MBWH",y,,,,,,,,,,,,,,,,,,,,,,,,,,
20220726-1956,2022-07-26 19:56:38.2,Rockfall,,N,30s,,MSS1,"MSS1,MBLY,MBLG",y,,,,,,,,,,,,,,,,,,,,,,,,,,
20220726-2213,2022-07-26 22:13:42.3,Rockfall,,N,40s,,MSS1,"MSS1,MBLY,MBLG,MBGH",y,,,,,,,,,,,,,,,,,,,,,,,,,,
20220727-0718,2022-07-27 17:18:54.2,Rockfall,,N,20s,,MSS1,"MSS1,MBLG",y,,,,,,,,,,,,,,,,,,,,,,,,,,
20220729-2100,2022-07-29 21:00:00.0,Lahar,,N,,,MSS1,,,,,,,Two small lahars,,,,,,,,,,,,,,,,,,,,,
20220730-0410,2022-07-30 04:10:00.0,Lahar,,N,45m,,MSS1,MSS1,,,,,,,,,,,,,,,,,,,,,,,,,,,
20210730-1552,2022-07-30 15:52:05.6,VT,,Y,,,,,y,,otime,3.8,,Recorded on regional stations.,,,,,,,,,,,,,,,,,,,,,
20220730-1724,2022-07-30 17:24:20.8,Rockfall,,N,10s,,MSS1,MSS1,y,,,,,OR complex VT,,,,,,,,,,,,,,,,,,,,,
20220801-1156,2022-08-01 11:56:59.1,Rockfall,,N,30s,,MSS1,"MSS1, MBLG",y,,,,,,,,,,,,,,,,,,,,,,,,,,
20220803-0205,2022-08-03 02:05:06.7,Distal VT,,Y,,,MBRV,All,y,,,,,OR swell noise,,,,,,,,,,,,,,,,,,,,,
20220803-0603,2022-08-03 06:03:04.7,Distal VT,,Y,,2.5,MBLG,All,y,,,,,,,,,,,,,,,,,,,,,,,,,,
20220809-2031,2022-08-09 20:31:37.1,Local,,Y,8s,,MBRV,All,y,,,,,Suitable for Q experiment,,,,,,,,,,,,,,,,,,,,,
20220810-0028,2022-08-10 00:28:58.3,Distal VT,,Y,,,MBRY,Most,y,,,,,OR swell noise,,,,,,,,,,,,,,,,,,,,,
20220810-1044,2022-08-10 10:44:37.3,Local,,Y,8s,,MBRV,All,y,,,,,Suitable for Q experiment,,,,,,,,,,,,,,,,,,,,,
20220811-1615,2022-08-11 16:36:48.5,Rockfall,,Y,18s,,MSS1,Most,y,,,,,triggered late  ,,,,,,,,,,,,,,,,,,,,,
20220811-2219,2022-08-11 22:19:35.0,Rockfall,,Y,30s,,MSS1,"MBLY,MBHA,MSS1,MBGH",y,,,,,triggered late,,,,,,,,,,,,,,,,,,,,,
20220812-0526,2022-08-12 05:26:16.9,Rockfall,,N,7s,,MSS1,"MSS1,MBLY",y,,,,,possibly part of a double,,,,,,,,,,,,,,,,,,,,,
20220812-0858,2022-08-12 08:58:08.5,Distal VT,Irish Ghaut,Y,,0.9,MBLG,All,y,,,,,,,,,,,,,,,,,,,,,,,,,,
20220812-1323,2022-08-12 13:23:24.0,Local,,Y,,3.0,MBRY,All,y,,,,,Suitable for Q experiment,,,,,,,,,,,,,,,,,,,,,
20220813-2255,2022-08-13 22:55:00.0,Lahar,,N,35m,,MSS1,"MSS1, MBLY, MBLG",,,,,,Adam confirms cloud near summit,,,,,,,,,,,,,,,,,,,,,
20220814-2125,2022-08-14 21:25:48.0,Distal VT,Belham Valley,Y,,,MBGH,"MBGH,MBWH,MBFL,MBGB,MBLY,MBHA",y,,,,,"Low frequency. No clear S. N of Belham, 0 depth. MBRY noise bursts make it look early",,,,,,,,,,,,,,,,,,,,,
20220814-2149,2022-08-14 21:49:38.3,Regionals,,Y,,30.0,MBRY,All,,,,,,7 same-size regionals in less than 24 hours.,,,,,,,,,,,,,,,,,,,,,
20220815-0144,2022-08-15 01:44:00.0,Lahar,,N,35m,,MSS1,"MSS1, MBLY",,,,,,"Regional before, rockfalls during and after. Adam says no evidence of rain or venting from cameras.",,,,,,,,,,,,,,,,,,,,,
20220815-0230,2022-08-15 02:30:31.0,Distal rockfall,St Georges Hill,Y,35s,,MBGH,Most,y,,,,,,,,,,,,,,,,,,,,,,,,,,
20220815-2111,2022-08-15 21:11:53.6,Distal rockfall,Irish Ghaut,N,30s,,MBLG,"MBLG,MSS1,MBHA,MBLY",y,,,,,,,,,,,,,,,,,,,,,,,,,,
20220817-1531,2022-08-17 15:31:38.4,Distal VT,,Y,,1.5,MBGH,Most,y,,,,,,,,,,,,,,,,,,,,,,,,,,
20220817-1623,2022-08-17 16:23:46.5,Rockfalls,,Y,120s,,MSS1,Most,y,,,,,Two rockfalls,,,,,,,,,,,,,,,,,,,,,
20220817-1716,2022-08-17 17:16:38.5,Local,St Kitts,Y,,17.0,MBRV,All,y,,,,,M4.5 167km deep. In-plate phase between P and S.,,,,,,,,,,,,,,,,,,,,,
20220817-1726,2022-08-17 17:26:43.1,Distal VT,N,N,,,MBFL,"MBWH,MBGH,MBLY,MSS1,MBFL",y,,,,,Low frequency,,,,,,,,,,,,,,,,,,,,,
20220817-1941,2022-08-17 19:41:31.7,Rockfall,,N,35s,,MSS1,,y,,,,,Might be first at MBLG,,,,,,,,,,,,,,,,,,,,,
20220817-2135,2022-08-17 21:35:48.6,Distal rockfall,Irish Ghaut,N,17s,,MBLG,Close,y,,,,,,,,,,,,,,,,,,,,,,,,,,
20220818-0038,2022-08-18 00:38:35.0,VT,,Y,,,MSS1,All,y,,,,,"Two VT, 1.3s apart",,,,,,,,,,,,,,,,,,,,,
20220819-0900,2022-08-19 09:00:20.4,Distal rockfall,Irish Ghaut,Y,22s,,MBLG,Close,y,,,,,,,,,,,,,,,,,,,,,,,,,,
20220819-1357,2022-08-19 13:57:44.0,Local,,Y,,2.1,MBRV,All,y,,,,,"First at ANWB,ADB",,,,,,,,,,,,,,,,,,,,,
20220821-1415,2022-08-21 14:15:35.7,LP or sea swell,,N,,,MBLG,Close,y,,,,,,,,,,,,,,,,,,,,,,,,,,
20220821-1636,2022-08-21 16:36:28.0,Rockfall,,N,18s,,MSS1,"MSS1,MBLG,MBLY",y,,,,,,,,,,,,,,,,,,,,,,,,,,
,2022-08-22 22:00:00.0,Lightning,,N,3h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20220823-0354,2022-08-23 03:54:51.0,Explosion,,Y,55s,,MSS1,Most,y,,,,,Originally classified as rockfall. Double rockfall? Adam reports dome was clear but nothing seen on MVO or FERG cameras.,,,,,,,,,,,,,,,,,,,,,
20220824-1045,2022-08-24 10:45:20.1,Distal VT,Onshore SE,N,,0.6,MBRY,Close,y,,,,,OR swell noise,,,,,,,,,,,,,,,,,,,,,
20220824-1718,2022-08-24 17:18:41.8,Rockfall,,Y,28s,,MSS1,Most,y,,,,,,,,,,,,,,,,,,,,,,,,,,
20220825-2318,2022-08-25 23:18:10.1,Local,,Y,,4.1,MBRV,All,y,,,,,,,,,,,,,,,,,,,,,,,,,,
20220825-2342,2022-08-25 23:42:39.8,Local,,Y,,4.1,MBRV,All,y,,,,,,,,,,,,,,,,,,,,,,,,,,
20220826-1145,2022-08-26 11:45:04.8,VT,,N,,,MSS1,Close,y,,,,,,,,,,,,,,,,,,,,,,,,,,
20220826-1222,2022-08-26 12:22:29.7,Local,,Y,,4.8,MBRV,All,y,,,,,,,,,,,,,,,,,,,,,,,,,,
,2022-08-27 10:31:17.4,Local,,Y,,10.5,MBRV,All,y,,,,,,,,,,,,,,,,,,,,,,,,,,
,2022-08-27 20:38:02.9,Local,,Y,,3.6,MBRY,All,y,,,,,Suitable for Q experiment,,,,,,,,,,,,,,,,,,,,,
,2022-08-27 20:38:55.0,Local,,Y,,,,All,y,,,,,,,,,,,,,,,,,,,,,,,,,,
,2022-08-28 09:03:05.9,Local,,Y,,8.5,MBHA,All,y,,,,,,,,,,,,,,,,,,,,,,,,,,
,2022-08-28 18:15:58.5,VT followed by Local,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2022-08-28 21:00:35.7,VT,,Y,,,MBLY,Close,y,,,,,First arrival at MBLY,,,,,,,,,,,,,,,,,,,,,
,2022-08-30 14:20:00.0,Helicopter,,,,,MSS1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20220901-1911,2022-09-01 19:11:56.8,Distal VT,Onshore N or NW,Y,,,MBFL,Close,y,,,,,OR swell noise,,,,,,,,,,,,,,,,,,,,,
20220901-2229,2022-09-01 22:29:44.2,Distal rockfall,Irish Ghaut,N,15s,,MBLG,"MBLG,MSS1,MBHA,MBLY",y,,,,,,,,,,,,,,,,,,,,,,,,,,
,2022-09-02 14:45:15.0,Lightning,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20220902-1501,2022-09-02 15:01:09.8,Rockfall,,N,16s,,MSS1,MSS1,y,,,,,OR lightning,,,,,,,,,,,,,,,,,,,,,
20220902-1505,2022-09-02 15:05:00.0,Lahar,,N,30m,,MSS1,MSS1,,,,,,Might be small rockfall activity before and afterwards,,,,,,,,,,,,,,,,,,,,,
20220902-1538,2022-09-02 15:38:00.0,Lightning,,N,,,MSS1,"MSS1,MBLY",,,,,,Can see a signal across the network travelling much faster than the lightning acoustic arrivals,,,,,,,,,,,,,,,,,,,,,
20220902-1801,2022-09-02 18:01:34.0,Rockfall,,N,45s,,MBLY,"MBLY,MSS1,MBLG",y,,,,,Multiple rockfalls,,,,,,,,,,,,,,,,,,,,,
20220902-1958,2022-09-02 19:40:00.0,Lightning,,N,70m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20220904-1704,2022-09-04 17:04:53.9,Rockfall,,N,35s,,MSS1,"MSS1,MBLG,MBRY",y,,,,,,,,,,,,,,,,,,,,,,,,,,
,2022-09-06 00:00:00.0,Lightning,,N,15m,,,,,,,,,"Three events, each having a slower seismic (?) phase",,,,,,,,,,,,,,,,,,,,,
20220906-0915,2022-09-06 09:15:29.7,Distal rockfall,Irish Ghaut,N,25s,,MBLG,"MBLG,MSS1,MBHA,MBLY,MBWH,MBGH",y,,,,,Almost a rockfall string,,,,,,,,,,,,,,,,,,,,,
20220908-2118,2022-09-08 21:18:42.3,Local,N,Y,,6.1,MBRV,All,y,,,,,,,,,,,,,,,,,,,,,,,,,,
20220909-1634,2022-09-09 16:34:25.0,Rockfall,N,N,60s,,MBRY,"MBRY,MBLG,MSS1",y,,,,,,,,,,,,,,,,,,,,,,,,,,
20220910-0421,2022-09-10 04:21:00.0,Swell noise,W,Y,,,,,y,,,,,,,,,,,,,,,,,,,,,,,,,,
20220910-2049,2022-09-10 20:49:22.8,Distal VT,Onshore W,Y,,1.9,MBWH,All,y,,,,,,,,,,,,,,,,,,,,,,,,,,
20220911-0005,2022-09-11 00:05:41.8,Distal rockfall,St Georges Hill,N,30s,,MBGH,"MBGH,MBLY,MSS1,MBWH,MBGB,MBLG,MBRY",y,,,,,OR dome rockfall,,,,,,,,,,,,,,,,,,,,,
20220911-0006,2022-09-11 00:06:00.0,Large teleseism,,Y,,,,,y,,,,,Fooled RCS into thinking it was local. Preceded by VT and rockfall,,,,,,,,,,,,,,,,,,,,,
20220911-1300,2022-09-11 13:00:00.0,Swell noise,E,N,20h,,MBRY,"MBRY,MBLG,MSS1",,,,,,,,,,,,,,,,,,,,,,,,,,,
20220913-0100,2022-09-13 01:00:00.0,Swell noise,W,Y,33h,,MBGB,"MBGH,MBGB",,,,,,,,,,,,,,,,,,,,,,,,,,,
20220914-1123,2022-09-14 11:23:00.7,Teleseism,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20220914-1126,2022-09-14 11:26:10.3,Teleseism,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20220914-2140,2022-09-14 21:40:33.6,Local,,Y,,3.2,MBRY,All,y,,,,,Suitable for Q experiment,,,,,,,,,,,,,,,,,,,,,
20220915-0243,2022-09-15 02:43:00.0,Lahar,,,30m,,MSS1,"MSS1,MBLY,MBLG,MBGH",,,,,,,,,,,,,,,,,,,,,,,,,,,
,2022-09-15 05:15:00.0,Lightning,,,60m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20220916-1040,2022-09-16 10:40:58.8,VT,,Y,,,MBLY,All,y,,,,,First arrival at MBLY,,,,,,,,,,,,,,,,,,,,,
20220916-1050,2022-09-16 10:49:30.0,VT,,N,,,MBLY,Close,y,,,,,First arrival at MBLY,,,,,,,,,,,,,,,,,,,,,
,2022-09-16 10:00:00.0,Storm noise,, ,28h,,,,,,,,,Several RSAM 1800 alarms as noise increased.,,,,,,,,,,,,,,,,,,,,,
20220917-0506,2022-09-17 05:06:50.0,Lahar,,,40m,,,"MSS1, MBLY, MBGH",,,,,,"MBHA, MBLG and MBRY were off.",,,,,,,,,,,,,,,,,,,,,
